date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:27:22	2010/2010	---M--	200	added ('OK')	text/html	etag:%224ad99a87-7da-421bd34cf0d63%22	http://tldp.org/HOWTO/XFree86-Touch-Screen-HOWTO.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/XFree86-Touch-Screen-HOWTO.html	(from http://tldp.org/HOWTO/HOWTO-INDEX/howtos.html)
05:27:23	6802/6802	---M--	200	added ('OK')	text/html	etag:%224b47c99a-1a92-4e70caeb42cb4%22	http://tldp.org/HOWTO/XFree86-Video-Timings-HOWTO/index.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/XFree86-Video-Timings-HOWTO/index.html	(from http://tldp.org/HOWTO/HOWTO-INDEX/howtos.html)
05:27:23	1301/1301	---M--	200	added ('OK')	text/html	etag:%224ad99a91-515-382dccead1e80%22	http://tldp.org/HOWTO/XFree86-XInside.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/XFree86-XInside.html	(from http://tldp.org/HOWTO/HOWTO-INDEX/howtos.html)
05:27:24	3489/3489	---M--	200	added ('OK')	text/html	etag:%224b6dca9c-da1-3dec9e848a640%22	http://tldp.org/HOWTO/Xinerama-HOWTO/index.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/Xinerama-HOWTO/index.html	(from http://tldp.org/HOWTO/HOWTO-INDEX/howtos.html)
05:27:24	7083/7083	---M--	200	added ('OK')	text/html	etag:%224a8fe3fc-1bab-38210a0344640%22	http://tldp.org/HOWTO/XML-RPC-HOWTO/index.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/XML-RPC-HOWTO/index.html	(from http://tldp.org/HOWTO/HOWTO-INDEX/howtos.html)
05:27:25	4655/4655	---M--	200	added ('OK')	text/html	etag:%224a2f0f36-122f-3be414d3b1000%22	http://tldp.org/HOWTO/Xterminals/index.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/Xterminals/index.html	(from http://tldp.org/HOWTO/HOWTO-INDEX/howtos.html)
05:27:25	2576/2576	---M--	200	added ('OK')	text/html	etag:%224a3c9d70-a10-382dccedae540%22	http://tldp.org/HOWTO/Xterm-Title.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/Xterm-Title.html	(from http://tldp.org/HOWTO/HOWTO-INDEX/howtos.html)
05:27:26	3129/3129	---M--	200	added ('OK')	text/html	etag:%224a2569a8-c39-384ff9a46f380%22	http://tldp.org/HOWTO/XWindow-Overview-HOWTO/index.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/XWindow-Overview-HOWTO/index.html	(from http://tldp.org/HOWTO/HOWTO-INDEX/howtos.html)
05:27:27	11870/11870	---M--	200	added ('OK')	text/html	etag:%224ac6fa68-2e5e-499faf6caef9e%22	http://tldp.org/HOWTO/XWindow-User-HOWTO/index.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/XWindow-User-HOWTO/index.html	(from http://tldp.org/HOWTO/HOWTO-INDEX/howtos.html)
05:27:27	3346/3346	---M--	200	added ('OK')	text/html	etag:%224a3c9d7a-d12-39bae1d0ae500%22	http://tldp.org/HOWTO/ZIP-Drive.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/ZIP-Drive.html	(from http://tldp.org/HOWTO/HOWTO-INDEX/howtos.html)
05:27:28	2999/2999	---M--	200	added ('OK')	text/html	etag:%224a3c9d83-bb7-382dccf54f740%22	http://tldp.org/HOWTO/ZIP-Install.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/ZIP-Install.html	(from http://tldp.org/HOWTO/HOWTO-INDEX/howtos.html)
05:27:28	3069/3069	---M--	200	added ('OK')	text/html	etag:%224b6dd52a-bfd-4e70cb3f2742d%22	http://tldp.org/HOWTO/HOWTO-INDEX/translations.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/HOWTO-INDEX/translations.html	(from http://tldp.org/HOWTO/HOWTO-INDEX/categories.html)
05:27:30	34575/34575	---M--	200	added ('OK')	text/html	etag:%224b6dd527-870f-4e70cb3f258df%22	http://tldp.org/HOWTO/HOWTO-INDEX/os.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/HOWTO-INDEX/os.html	(from http://tldp.org/HOWTO/HOWTO-INDEX/categories.html)
05:27:30	21401/21401	---M--	200	added ('OK')	text/html	etag:%224b6dd51a-5399-4e70cb3f1eb85%22	http://tldp.org/HOWTO/HOWTO-INDEX/admin.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/HOWTO-INDEX/admin.html	(from http://tldp.org/HOWTO/HOWTO-INDEX/categories.html)
05:27:31	40521/40521	---M--	200	added ('OK')	text/html	etag:%224b6dd51f-9e49-4e70cb3f2166e%22	http://tldp.org/HOWTO/HOWTO-INDEX/hardware.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/HOWTO-INDEX/hardware.html	(from http://tldp.org/HOWTO/HOWTO-INDEX/categories.html)
05:27:33	34981/34981	---M--	200	added ('OK')	text/html	etag:%224b6dd526-88a5-4e70cb3f2510a%22	http://tldp.org/HOWTO/HOWTO-INDEX/networking.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/HOWTO-INDEX/networking.html	(from http://tldp.org/HOWTO/HOWTO-INDEX/categories.html)
05:27:34	44445/44445	---M--	200	added ('OK')	text/html	etag:%224b6dd51b-ad9d-4e70cb3f1f72f%22	http://tldp.org/HOWTO/HOWTO-INDEX/apps.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/HOWTO-INDEX/apps.html	(from http://tldp.org/HOWTO/HOWTO-INDEX/categories.html)
05:27:35	23538/23538	---M--	200	added ('OK')	text/html	etag:%224b6dd529-5bf2-4e70cb3f26874%22	http://tldp.org/HOWTO/HOWTO-INDEX/programming.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/HOWTO-INDEX/programming.html	(from http://tldp.org/HOWTO/HOWTO-INDEX/categories.html)
05:27:36	9359/9359	---M--	200	added ('OK')	text/html	etag:%224b6dd528-248f-4e70cb3f260a5%22	http://tldp.org/HOWTO/HOWTO-INDEX/other-lang.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/HOWTO-INDEX/other-lang.html	(from http://tldp.org/HOWTO/HOWTO-INDEX/categories.html)
05:27:36	14831/14831	---M--	200	added ('OK')	text/html	etag:%224b6dd525-39ef-4e70cb3f24939%22	http://tldp.org/HOWTO/HOWTO-INDEX/misc.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/HOWTO-INDEX/misc.html	(from http://tldp.org/HOWTO/HOWTO-INDEX/categories.html)
05:27:37	10677/10677	---M--	200	added ('OK')	text/html	etag:%224b3f3b81-29b5-33de6ed59f500%22	http://tldp.org/FAQ/AfterStep-FAQ.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/AfterStep-FAQ.html	(from http://tldp.org/FAQ/index.html)
05:27:38	7557/7557	---M--	200	added ('OK')	text/html	etag:%224b3f3b87-1d85-338a380459340%22	http://tldp.org/FAQ/Ftape-FAQ.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/Ftape-FAQ.html	(from http://tldp.org/FAQ/index.html)
05:27:47	53831/53831	---M--	200	added ('OK')	text/plain	etag:%224a4f2ef1-d247-3b8c20f6b7a00%22	http://tldp.org/FAQ/faqs/Ftape-FAQ	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/faqs/Ftape-FAQ	(from http://tldp.org/FAQ/index.html)
05:27:50	10570/10570	---M--	200	added ('OK')	text/plain	etag:%224a4f2ef2-294a-3ddeb55a40e80%22	http://tldp.org/FAQ/faqs/LDP-FAQ	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/faqs/LDP-FAQ	(from http://tldp.org/FAQ/index.html)
05:27:53	97114/97114	---M--	200	added ('OK')	text/plain	etag:%224a4f2eef-17b5a-3b8c20e869840%22	http://tldp.org/FAQ/faqs/AfterStep-FAQ	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/faqs/AfterStep-FAQ	(from http://tldp.org/FAQ/index.html)
05:28:28	230370/230370	---M--	200	added ('OK')	text/plain	etag:%224a4f2ef3-383e2-3ee879a02c380%22	http://tldp.org/FAQ/faqs/Linux-FAQ	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/faqs/Linux-FAQ	(from http://tldp.org/FAQ/index.html)
05:28:28	2674/2674	---M--	200	added ('OK')	text/html	etag:%224a16506d-a72-3b8c1e5848c40%22	http://tldp.org/FAQ/Linux-RAID-FAQ/index.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/Linux-RAID-FAQ/index.html	(from http://tldp.org/FAQ/index.html)
05:28:31	15375/15375	---M--	200	added ('OK')	text/plain	etag:%224a4f2ef4-3c0f-3b8c213b61c00%22	http://tldp.org/FAQ/faqs/Linux-RAID-FAQ	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/faqs/Linux-RAID-FAQ	(from http://tldp.org/FAQ/index.html)
05:28:36	26281/26281	---M--	200	added ('OK')	application/pdf	etag:%224aca3e1e-66a9-3b8c1ed907c00%22	http://tldp.org/FAQ/pdf/Linux-RAID-FAQ.pdf	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/pdf/Linux-RAID-FAQ.pdf	(from http://tldp.org/FAQ/index.html)
05:28:37	88/88	---M--	200	added ('OK')	text/html	etag:%224b3f3b88-58-3826555fbb900%22	http://tldp.org/FAQ/PPP-FAQ.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/PPP-FAQ.html	(from http://tldp.org/FAQ/index.html)
05:28:38	46146/46146	---M--	200	added ('OK')	text/html	etag:%224b31d03b-b442-38c9b4d9baf00%22	http://tldp.org/FAQ/sig11/html/index.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/sig11/html/index.html	(from http://tldp.org/FAQ/index.html)
05:28:48	49287/49287	---M--	200	added ('OK')	text/plain	etag:%224a026e61-c087-398eee6cd8900%22	http://tldp.org/FAQ/sig11/text/GCC-SIG11-FAQ	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/sig11/text/GCC-SIG11-FAQ	(from http://tldp.org/FAQ/index.html)
05:28:48	4833/4833	---M--	200	added ('OK')	text/html	etag:%224a0d5a11-12e1-31a9dc75bc5c0%22	http://tldp.org/FAQ/Threads-FAQ/index.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/Threads-FAQ/index.html	(from http://tldp.org/FAQ/index.html)
05:28:49	9604/9604	---M--	200	added ('OK')	text/html	etag:%224a2fb248-2584-3e62b608d7f00%22	http://tldp.org/FAQ/WordPerfect-Linux-FAQ/index.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/WordPerfect-Linux-FAQ/index.html	(from http://tldp.org/FAQ/index.html)
05:29:04	89582/89582	---M--	200	added ('OK')	text/plain	etag:%224a4f2ef6-15dee-3e62b729ce8c0%22	http://tldp.org/FAQ/faqs/WordPerfect-Linux-FAQ	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/faqs/WordPerfect-Linux-FAQ	(from http://tldp.org/FAQ/index.html)
05:29:26	131061/131061	---M--	200	added ('OK')	application/pdf	etag:%224aca3e1f-1fff5-3e62b70d32540%22	http://tldp.org/FAQ/pdf/WordPerfect-Linux-FAQ.pdf	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/pdf/WordPerfect-Linux-FAQ.pdf	(from http://tldp.org/FAQ/index.html)
05:29:29	10615/10615	---M--	200	added ('OK')	text/plain	etag:%224a4f2eee-2977-36cef9c748f00%22	http://tldp.org/FAQ/faqs/ATAPI-FAQ	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/faqs/ATAPI-FAQ	(from http://tldp.org/FAQ/index.html)
05:29:34	28190/28190	---M--	200	added ('OK')	text/plain	etag:%224a4f2ef0-6e1e-36cef9c2843c0%22	http://tldp.org/FAQ/faqs/BLFAQ	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/faqs/BLFAQ	(from http://tldp.org/FAQ/index.html)
05:29:49	91658/91658	---M--	200	added ('OK')	text/plain	etag:%224a4f2ef5-1660a-382654caf5a00%22	http://tldp.org/FAQ/faqs/Wine-FAQ	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/faqs/Wine-FAQ	(from http://tldp.org/FAQ/index.html)
05:29:51	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Oct%202018%2022:29:50%20GMT	https://cse.google.com/robots.txt		(from http://tldp.org/)
05:29:52	10937/10937	---M--	200	added ('OK')	text/html	etag:%224a8b5065-2ab9-36cc6130bd940%22	http://tldp.org/HOWTO/PPP-HOWTO/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/PPP-HOWTO/index-2.html	(from http://tldp.org/FAQ/index.html)
05:29:52	43/43	---M--	200	added ('OK')	image/gif	etag:%222b-36a0981ad4c40%22	http://ibiblio.org/osrt/omf/images/Spacer.gif	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/ibiblio.org/osrt/omf/images/Spacer.gif	(from http://ibiblio.org/osrt/omf/)
05:29:53	17561/17561	---M-Z	200	added ('OK')	text/html	etag:%224499-37bcbf4563580-gzip%22	http://ibiblio.org/osrt/omf/index.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/ibiblio.org/osrt/omf/index-2.html	(from http://ibiblio.org/osrt/omf/)
05:29:54	749368/749368	---M--	200	added ('OK')	application/pdf	etag:%224aca3e1d-b6f38-3ee8798e0d8c0%22	http://tldp.org/FAQ/pdf/Linux-FAQ.pdf	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/pdf/Linux-FAQ.pdf	(from http://tldp.org/FAQ/index.html)
05:29:54	2886/2886	---M--	200	added ('OK')	image/gif	etag:%22b46-369a4eeea0880%22	http://ibiblio.org/osrt/omf/images/omflogo.gif	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/ibiblio.org/osrt/omf/images/omflogo.gif	(from http://ibiblio.org/osrt/omf/)
05:29:54	19687/19687	---M-Z	200	added ('OK')	text/html	etag:%224ce7-370177cd49fc0-gzip%22	http://ibiblio.org/osrt/omf/howtosubmit.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/ibiblio.org/osrt/omf/howtosubmit.html	(from http://ibiblio.org/osrt/omf/)
05:29:55	30507/30507	---M--	404	error ('Not%20Found')	text/html	etag:%22772b-57433630d7cfa;5749792844191%22	http://ibiblio.org/cgi-bin/cvsweb.cgi	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/ibiblio.org/cgi-bin/cvsweb.3d4.delayed	(from http://ibiblio.org/osrt/omf/)
05:29:56	19887/19887	---M-Z	200	added ('OK')	text/html	etag:%224daf-370175a4286c0-gzip%22	http://ibiblio.org/osrt/omf/faq.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/ibiblio.org/osrt/omf/faq.html	(from http://ibiblio.org/osrt/omf/)
05:29:57	1808/1808	---M-Z	200	added ('OK')	text/html	etag:%22710-368387e62e680-gzip%22	http://ibiblio.org/osrt/omf/search/advanced.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/ibiblio.org/osrt/omf/search/advanced.html	(from http://ibiblio.org/osrt/omf/)
05:29:57	22345/22345	---M-Z	200	added ('OK')	text/html	etag:%225749-36af99c21e540-gzip%22	http://ibiblio.org/osrt/omf/searchHelp.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/ibiblio.org/osrt/omf/searchHelp.html	(from http://ibiblio.org/osrt/omf/)
05:29:58	16947/16947	---M-Z	200	added ('OK')	text/html	etag:%224233-36cd9dd432480-gzip%22	http://ibiblio.org/osrt/omf/team.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/ibiblio.org/osrt/omf/team.html	(from http://ibiblio.org/osrt/omf/)
05:29:58	17440/17440	---M-Z	200	added ('OK')	text/html	etag:%224420-36af99c4069c0-gzip%22	http://ibiblio.org/osrt/omf/template.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/ibiblio.org/osrt/omf/template.html	(from http://ibiblio.org/osrt/omf/)
05:30:00	7517/7517	---M-Z	200	added ('OK')	text/plain	etag:%221d5d-35f7ddf1e7d40-gzip%22	http://ibiblio.org/osrt/omf/omf_elements	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/ibiblio.org/osrt/omf/omf_elements	(from http://ibiblio.org/osrt/omf/)
05:30:00	315/315	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Oct%202018%2022:30:00%20GMT	http://ibiblio.org/pub/Linux/metadata	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/ibiblio.org/pub/Linux/metadata.3dc.delayed	(from http://ibiblio.org/osrt/omf/)
05:30:01	14204/14204	---M--	200	added ('OK')	application/xml-dtd	etag:%22377c-35fbb6324a140%22	http://ibiblio.org/pub/Linux/metadata/OMF.dtd	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/ibiblio.org/pub/Linux/metadata/OMF.dtd	(from http://ibiblio.org/osrt/omf/)
05:30:01	774/774	---M-Z	200	added ('OK')	text/html	etag:%22306-36b215f792680-gzip%22	http://ibiblio.org/osrt/omf/editxml.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/ibiblio.org/osrt/omf/editxml.html	(from http://ibiblio.org/osrt/omf/)
05:30:02	53341/53341	---M-Z	200	added ('OK')	text/html	etag:%22d05d-49f3746c4c9a9-gzip%22	http://ibiblio.org/pub/Linux/LICENSES/theory.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/ibiblio.org/pub/Linux/LICENSES/theory.html	(from http://ibiblio.org/osrt/omf/)
05:30:02	11166/11166	---M--	404	error ('Not%20Found')	text/html	etag:%224a115933-2b9e-4d30c5cbd6b5f%22	http://tldp.org/HOWTO/mini/FDU/index.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/mini/FDU/index.3df.delayed	(from http://tldp.org/links/apps.html)
05:30:03	309/309	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Oct%202018%2022:30:03%20GMT	http://ibiblio.org/linux-source	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/ibiblio.org/linux-source.3e0.delayed	(from http://tldp.org/links/apps.html)
05:30:04	311/311	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Oct%202018%2022:30:03%20GMT	http://ibiblio.org/linsearch/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/ibiblio.org/linsearch/index.html	(from http://tldp.org/links/apps.html)
05:30:04	85/85	---M--	200	added ('OK')	text/html	etag:%224a660f64-55-382910ee6af80%22	http://tldp.org/HOWTO/Hardware-HOWTO.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/Hardware-HOWTO.html	(from http://tldp.org/links/hw.html)
05:30:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Oct%202018%2022:30:04%20GMT	http://www.npr.org/ramfiles/980408.atc.14.ram	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/www.npr.org/ramfiles/980408.atc.14.3e2.delayed	(from http://tldp.org/links/media.html)
05:30:11	99/99	---M-Z	200	added ('OK')	audio/x-pn-realaudio	etag:%2263-4aeaca9b2dcf0%22	https://www.npr.org/ramfiles/980408.atc.14.ram	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/www.npr.org/ramfiles/980408.atc.14.ram	(from http://tldp.org/links/media.html)
05:30:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Oct%202018%2022:30:11%20GMT	http://www.npr.org/ramfiles/980417.totn.02.ram	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/www.npr.org/ramfiles/980417.totn.02.ram	(from http://tldp.org/links/media.html)
05:30:18	67/67	---M-Z	200	added ('OK')	audio/x-pn-realaudio	etag:%2243-4aeac9de396e1%22	https://www.npr.org/ramfiles/980417.totn.02.ram	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/www.npr.org/ramfiles/980417.totn.02.ram	(from http://tldp.org/links/media.html)
05:30:19	245/245	---M--	200	added ('OK')	image/gif	etag:%2240ace-f5-3e9564c23b600%22	http://tldp.org/icons/unknown.gif	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/icons/unknown.gif	(from http://tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/)
05:30:19	1823/1823	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2022:30:18%20GMT	http://tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/?C=N;O=D	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/indexc052.html	(from http://tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/)
05:30:19	275/275	---M--	200	added ('OK')	text/plain	etag:%224b313c31-113-33038e93505c0%22	http://tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/!INDEX	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/!INDEX	(from http://tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/)
05:30:19	1823/1823	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2022:30:19%20GMT	http://tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/?C=M;O=A	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/indexf8a0.html	(from http://tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/)
05:30:20	757/757	---M--	200	added ('OK')	text/html	etag:%224b313c30-2f5-33038e93505c0%22	http://tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/!INDEX.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/!INDEX.html	(from http://tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/)
05:30:20	1823/1823	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2022:30:20%20GMT	http://tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/?C=S;O=A	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/indexbfec.html	(from http://tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/)
05:30:21	692/692	---M--	200	added ('OK')	text/html	etag:%224b313c32-2b4-33038e93505c0%22	http://tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/!INDEX.short.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/!INDEX.short.html	(from http://tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/)
05:30:21	1823/1823	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2022:30:21%20GMT	http://tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/?C=D;O=A	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/index30b5.html	(from http://tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/)
05:30:22	2559/2559	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2022:30:21%20GMT	http://tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/spanish/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/spanish/index.html	(from http://tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/)
05:30:22	1593/1593	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2022:30:21%20GMT	http://tldp.org/pub/Linux/docs/ldp-archived/users-guide/translations/?C=N;O=D	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/ldp-archived/users-guide/translations/indexc052.html	(from http://tldp.org/pub/Linux/docs/ldp-archived/users-guide/translations/)
05:30:22	7287/7287	---M--	200	added ('OK')	text/html	etag:%224a8d8040-1c77-3ee879707d300%22	http://tldp.org/FAQ/Linux-FAQ/intro.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/Linux-FAQ/intro.html	(from http://tldp.org/FAQ/Linux-FAQ/index.html)
05:30:23	1593/1593	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2022:30:22%20GMT	http://tldp.org/pub/Linux/docs/ldp-archived/users-guide/translations/?C=M;O=A	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/ldp-archived/users-guide/translations/indexf8a0.html	(from http://tldp.org/pub/Linux/docs/ldp-archived/users-guide/translations/)
05:30:23	11680/11680	---M--	200	added ('OK')	text/html	etag:%224a8d803e-2da0-3ee879707d300%22	http://tldp.org/FAQ/Linux-FAQ/general.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/Linux-FAQ/general.html	(from http://tldp.org/FAQ/Linux-FAQ/index.html)
05:30:23	1593/1593	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2022:30:23%20GMT	http://tldp.org/pub/Linux/docs/ldp-archived/users-guide/translations/?C=S;O=A	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/ldp-archived/users-guide/translations/indexbfec.html	(from http://tldp.org/pub/Linux/docs/ldp-archived/users-guide/translations/)
05:30:24	25630/25630	---M--	200	added ('OK')	text/html	etag:%224a8d8041-641e-3ee879707d300%22	http://tldp.org/FAQ/Linux-FAQ/kernel.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/Linux-FAQ/kernel.html	(from http://tldp.org/FAQ/Linux-FAQ/index.html)
05:30:25	1593/1593	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2022:30:24%20GMT	http://tldp.org/pub/Linux/docs/ldp-archived/users-guide/translations/?C=D;O=A	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/ldp-archived/users-guide/translations/index30b5.html	(from http://tldp.org/pub/Linux/docs/ldp-archived/users-guide/translations/)
